"Date","Price","Open","High","Low","Vol.","Change %"
"26/02/2025","48.00","52.00","52.00","47.00","9.57M","-7.69%"
"25/02/2025","52.00","57.60","52.05","52.00","5.92M","-9.72%"
"24/02/2025","57.60","59.00","60.00","57.60","3.58M","-2.37%"
"21/02/2025","59.00","62.05","59.00","58.95","9.65M","-4.92%"
"20/02/2025","62.05","63.00","62.05","62.05","3.20M","-1.51%"
"19/02/2025","63.00","63.00","63.00","62.50","3.41M","0.00%"
"18/02/2025","63.00","64.10","63.20","62.95","8.17M","-1.72%"
"17/02/2025","64.10","69.65","69.65","63.00","17.34M","-8.43%"
"14/02/2025","70.00","70.00","70.00","70.00","4.43M","0.00%"
"13/02/2025","70.00","70.60","71.00","69.85","8.62M","-0.85%"
"12/02/2025","70.60","70.00","71.95","70.60","4.93M","0.86%"
"11/02/2025","70.00","70.70","70.00","69.95","15.58M","-0.99%"
"10/02/2025","70.70","70.60","71.60","70.70","5.57M","0.14%"
"07/02/2025","70.60","70.30","71.80","70.00","4.01M","0.43%"
"06/02/2025","70.30","70.00","72.85","70.30","6.25M","0.43%"
"05/02/2025","70.00","68.45","74.70","65.75","15.85M","2.26%"
"04/02/2025","68.45","68.50","68.45","68.45","6.08M","-0.07%"
"03/02/2025","68.50","68.40","70.20","68.50","5.36M","0.15%"
"31/01/2025","68.40","71.10","71.10","68.40","32.31M","-10.00%"
"30/01/2025","76.00","74.50","76.00","75.00","6.33M","2.01%"
"29/01/2025","74.50","73.95","74.90","73.35","8.99M","0.74%"
"28/01/2025","73.95","70.00","74.10","70.00","19.28M","9.72%"
"27/01/2025","67.40","72.00","68.40","67.00","6.06M","-6.39%"
"24/01/2025","72.00","72.00","72.00","72.00","3.50M","0.00%"
"23/01/2025","72.00","72.00","72.00","72.00","4.70M","0.00%"
"22/01/2025","72.00","72.00","72.00","72.00","2.18M","0.00%"
"21/01/2025","72.00","74.00","72.00","70.00","7.03M","-2.70%"
"20/01/2025","74.00","78.00","78.00","73.00","19.82M","3.06%"
"17/01/2025","71.80","65.70","71.80","63.50","14.81M","9.28%"
"16/01/2025","65.70","65.85","65.70","65.70","2.43M","-0.23%"
"15/01/2025","65.85","65.60","66.00","65.80","2.59M","0.38%"
"14/01/2025","65.60","64.05","66.00","64.70","3.53M","2.42%"
"13/01/2025","64.05","62.50","64.05","63.00","4.46M","2.48%"
"10/01/2025","62.50","63.00","63.00","61.85","7.53M","-0.79%"
"09/01/2025","63.00","62.75","63.80","63.00","4.79M","0.40%"
"08/01/2025","62.75","63.50","62.85","61.00","3.40M","-1.18%"
"07/01/2025","63.50","64.10","66.50","63.50","14.92M","-0.94%"
"06/01/2025","64.10","64.50","65.00","64.10","3.88M","-0.62%"
"03/01/2025","64.50","65.80","66.90","64.00","7.23M","-1.98%"
"02/01/2025","65.80","66.00","69.00","63.20","4.78M","-0.30%"
"31/12/2024","66.00","67.00","66.00","66.00","1.08M","-1.49%"
"30/12/2024","67.00","67.00","67.35","67.00","6.10M","-0.52%"
"27/12/2024","67.35","65.80","68.00","66.05","12.67M","2.36%"
"24/12/2024","65.80","63.50","65.80","63.55","2.03M","3.62%"
"23/12/2024","63.50","69.50","67.00","63.50","4.82M","-8.63%"
"20/12/2024","69.50","68.50","70.00","68.50","6.41M","1.46%"
"19/12/2024","68.50","71.00","71.00","68.50","6.02M","-2.84%"
"18/12/2024","70.50","68.50","71.85","68.55","11.01M","2.92%"
"17/12/2024","68.50","72.95","73.95","66.00","26.43M","-6.10%"
"16/12/2024","72.95","68.90","75.65","70.00","9.30M","5.88%"
"13/12/2024","68.90","64.00","68.90","66.00","10.83M","7.66%"
"12/12/2024","64.00","61.70","64.00","61.95","2.77M","3.73%"
"11/12/2024","61.70","61.55","62.00","61.60","3.28M","0.24%"
"10/12/2024","61.55","61.00","62.90","61.20","5.39M","0.90%"
"09/12/2024","61.00","62.90","64.00","61.00","6.00M","-3.02%"
"06/12/2024","62.90","63.00","64.95","62.90","2.05M","-0.16%"
"05/12/2024","63.00","63.00","63.00","63.00","3.05M","0.00%"
"04/12/2024","63.00","65.00","64.00","63.00","3.48M","-3.08%"
"03/12/2024","65.00","64.50","65.00","63.50","4.99M","0.78%"
"02/12/2024","64.50","64.95","64.50","63.50","2.83M","-0.69%"
"29/11/2024","64.95","65.35","66.35","63.00","3.65M","-0.61%"
"28/11/2024","65.35","62.00","68.20","63.10","18.78M","5.40%"
"27/11/2024","62.00","61.00","62.00","60.00","12.64M","3.33%"
"26/11/2024","60.00","62.15","60.00","59.95","3.45M","-3.46%"
"25/11/2024","62.15","60.90","62.15","62.00","2.26M","2.05%"
"22/11/2024","60.90","59.90","60.90","59.95","3.59M","1.67%"
"21/11/2024","59.90","63.45","61.05","57.15","9.85M","-5.59%"
"20/11/2024","63.45","64.00","64.00","61.50","3.82M","-0.86%"
"19/11/2024","64.00","64.00","64.10","64.00","3.12M","0.00%"
"18/11/2024","64.00","62.65","65.00","63.05","6.51M","2.15%"
"15/11/2024","62.65","59.00","64.75","59.00","12.53M","4.42%"
"14/11/2024","60.00","62.00","62.00","60.00","15.62M","-3.23%"
"13/11/2024","62.00","62.05","63.10","62.00","7.36M","-0.08%"
"12/11/2024","62.05","68.50","65.50","61.65","18.24M","-9.42%"
"11/11/2024","68.50","69.95","72.00","67.50","11.88M","-2.07%"
"08/11/2024","69.95","70.00","72.00","69.95","19.76M","-0.07%"
"07/11/2024","70.00","58.90","71.90","58.90","57.16M","7.03%"
"06/11/2024","65.40","72.65","65.40","65.40","4.25M","-9.98%"
"05/11/2024","72.65","72.65","72.65","72.65","6.85M","-9.98%"
"04/11/2024","80.70","89.65","80.70","80.70","920.58K","-9.98%"
